id,album,artist,title,2024-09-29
31322,"Arcadia Legends","Tuberz McGee","Life in a Vyse",
31323,"Arcadia Legends","Kaiyoti","Gilder's Theme (WIP 3)",
31324,"Arcadia Legends","Joe Jonker","Ramirez's Theme (WIP 1)",
31325,"Arcadia Legends","Chadlee, Rotten Eggplant, JohnStacy","On Wings of Feathers",
31326,"Arcadia Legends","PrototypeRaptor","Black Moon",
31327,"Arcadia Legends","JohnStacy","The Little Jack (WIP 3)",
31328,"Arcadia Legends","Garpocalypse, Darkflamewolf","Valhorteka",
31329,"Arcadia Legends","Redg","Gigas' Theme (WIP 1)",
3133,"Flyff","soundTeMP","Flarine",
31330,"Arcadia Legends","Deedubs","God's Ambition",
31332,"Arcadia Legends","Bluelighter, Peíorele","A Sailor's Respite",
31333,"Arcadia Legends","Juke","Hearth and Home",991
31335,"War of the Triad","Knight of the Round","Red Wings (From \"FFIV\")",
31337,"War of the Triad","Knight of the Round","End Battle (Zeromus) [From \"FFIV\"]",
31339,"War of the Triad","Knight of the Round","Fierce Battle (From \"FFV\")",1018
3134,"Flyff","soundTeMP","Darkon 2 Field",
31340,"War of the Triad","Knight of the Round","Beyond the Deep Blue Sea (From \"FFV\")",
31345,"War of the Triad","Knight of the Round","Dancing Mad (From \"FFVI\")",
31346,"Warpath","Viking Guitar Live","Scorched Earth (Legend of Zelda - A Link to the Past)",
31347,"Warpath","Viking Guitar Live","Pain Does Not Exist in This Dojo (Ninja Gaiden 2)",
31348,"Warpath","Viking Guitar Live","Sword From Stone (Secret of Mana)",
31349,"Warpath","Viking Guitar Live","Surfside Graveyard (Ghosts 'n Goblins)",
3135,"Flyff","soundTeMP","Flying Theme",
31350,"Warpath","Viking Guitar Live","Charge Shot (Mega Man X2)",
31351,"Warpath","Viking Guitar Live","Time Is a Wheel (The 7th Saga)",
31352,"The Ultimate Stuntman","Gavin Raeburn","Ground / Microlight Pursuit",
31353,"The Ultimate Stuntman","Gavin Raeburn","Human Fly",
31354,"The Ultimate Stuntman","Gavin Raeburn","Street / Microlight Combat",
31355,"The Ultimate Stuntman","Gavin Raeburn","Title Screen",
31359,"Casino Kid II","Kenji Eno","Ending",
31360,"Casino Kid II","Kenji Eno","Cutscene",
31362,"Side Pocket (GB)","Yusuke Takahama","BGM 8",
31363,"Side Pocket (GB)","Yusuke Takahama","BGM 3",
31364,"Side Pocket (GB)","Yusuke Takahama","BGM 1",991
31365,"Side Pocket (GB)","Yusuke Takahama","BGM 2",
31366,"Side Pocket (GB)","Yusuke Takahama","BGM 6",
31367,"Side Pocket (GB)","Yusuke Takahama","BGM 4",
31368,"Base Wars","Shigemasa Matsuo, Tomoko Sumiyama","Game Theme",
31369,"Base Wars","Shigemasa Matsuo, Tomoko Sumiyama","Staff Roll",
3137,"Flyff","soundTeMP","Overworld",
31370,"Base Wars","Shigemasa Matsuo, Tomoko Sumiyama","Menu Screen",
31371,"Base Wars","Shigemasa Matsuo, Tomoko Sumiyama","Parts Shop",
31372,"After Burner II (NES)","Naoki Kodaka","Levels 6, 7, 18, 19",
31373,"After Burner II (NES)","Naoki Kodaka","Level 9, 10, 20, 21",
31374,"After Burner II (NES)","Naoki Kodaka","Levels 1, 2, 3, 11, 12, 13, 14, 22",
31375,"After Burner II (NES)","Naoki Kodaka","Level 8, 17",
31376,"Super Glove Ball","David Wise, Mark Betteridge","Bonus Stage",
31377,"Super Glove Ball","David Wise, Mark Betteridge","Title Screen",991
31378,"Super Glove Ball","David Wise, Mark Betteridge","Stage Theme 3",
31379,"Super Glove Ball","David Wise, Mark Betteridge","Stage Theme 1",
3138,"Flyff","soundTeMP","Mystery (Title Screen)",
31380,"Super Glove Ball","David Wise, Mark Betteridge","Stage Theme 4",
31381,"Deus Ex","Sir_NutS, Stephen Kelly","Holographic Projection",991
31382,"Final Fantasy VI","OceansAndrew","Terra: [Magitek Perfect]",
31383,"The Legend of Zelda: Ocarina of Time","Nostalvania","Buy or Bye",
31384,"Contra: Hard Corps","Black Ace","Maximum Contra Overdrive",
31386,"Final Fantasy IX","Tonindo","Opportunity to Hunt",
31387,"F-Zero GP Legend","Tony Thai","Illusion (F-Zero X-Style)",
31388,"F-Zero","Tony Thai","Silence (F-Zero X-Style)",
31389,"F-Zero","Tony Thai","Port City (F-Zero X-Style)",
31390,"F-Zero","Tonindo","Blue Sky Over the Big City",
31391,"F-Zero","Tony Thai","Big Blue (F-Zero X-Style)",
31392,"F-Zero","Tony Thai","Mute City (F-Zero X-Style)",
31394,"Life Force","Tonindo","Living Force",
31395,"Axelay","Tonindo","3, 2, 1... Liftoff!",
31396,"Gran Turismo","Tony Thai","Moon Over the Castle (X-spec mix)",
31397,"Castlevania: Aria of Sorrow","Tonindo","Eclipse of Sorrow",
31398,"F-Zero: Maximum Velocity","Tony Thai","Tenth Zone East (F-Zero X style)",
31399,"Street Fighter II: The World Warrior","Tonindo","Street Vania",
314,"Breath of Fire","Yasuaki Fujita, Yoko Shimomura, Minae Fujii, Mari Yamaguchi","Beginning of Battle",
3140,"Cave Story 3D","Daisuke Amaya (Pixel), Danny Baranowsky","Moonsong",
31400,"Super Mario Galaxy","Tonindo","Buoying Base",
31401,"Final Fantasy","Tonindo","Boss Schizofrenia",
31402,"Ace Combat 5","Tetsukazu Nakanishi","Front Line",
31403,"Ace Combat 5","Keiki Kobayashi","Lit Fuse",
31404,"Sonic Unleashed","Tomoya Ohtani","Cool Edge - Day",
31405,"Sonic Unleashed","Hideaki Kobayashi","Boss Battle - Day",
31406,"Sonic Unleashed","Tomoya Ohtani","Arid Sands - Day",
31407,"Sonic Unleashed","Kenichi Tokoi","Werehog Battle Theme",
31409,"Sonic Unleashed","Fumie Kumatani","Empire City - Day",
31410,"Sonic Unleashed","Kenichi Tokoi","Dragon Road - Day",
31411,"Sonic Unleashed","Tokyo Philharmonic Orchestra","The World Adventure - Orchestral Theme",
31412,"Sonic Unleashed","Hideaki Kobayashi","Super Sonic vs. Perfect Dark Gaia",
31413,"Sonic Unleashed","Tomoya Ohtani","Windmill Isle - Day",
31415,"Sonic Unleashed","Kenichi Tokoi","Shamar - Day",1018
31417,"Cyber City 2157","Jason Shaw","Antarctica",
31418,"Cyber City 2157","Jason Shaw","Winter",
"31419","Invalid song","Invalid song","Invalid song",
3142,"Cave Story 3D","Daisuke Amaya (Pixel), Danny Baranowsky","Labyrinth Fight",
31420,"Cyber City 2157","Jason Shaw","A View from Earth",
31421,"Cyber City 2157","Jason Shaw","Inner Journey",
31423,"Tactics Ogre: Let Us Cling Together (PSP)","Hitoshi Sakimoto","Limitation",
31424,"Tactics Ogre: Let Us Cling Together (PSP)","Masaharu Iwata","Fight It Out!",
31426,"Tactics Ogre: Let Us Cling Together (PSP)","Hitoshi Sakimoto","Overture",
31427,"Half-Life 2","Redg","Portal Storm",
31428,"Sonic CD Japan","RebeccaETripp","Dream Current",991
31429,"Suikoden","ilp0","Man-Eating Spores of Agony",
31430,"Splatoon","OceansAndrew","Full Sleeve [InK Me uP]",
31431,"Chrono Trigger","StormSkuggan","Save the Future",
31433,"Donkey Kong Country: Treetop Tunes","PeyCa, Kiaran","Life in the Mines",
31435,"Donkey Kong Country: Treetop Tunes","Reuben Spiers, Gamer of the Winds, Psamathes","Forest Frenzy",
31436,"Donkey Kong Country: Treetop Tunes","Metatron","In a Snow Bound Land",
31439,"Donkey Kong Country: Treetop Tunes","Danilo Ciaffi, Mark Autumn, Hashel, Lord Bif Music","Stickerbush Symphony",1018
3144,"Cave Story 3D","Daisuke Amaya (Pixel), Danny Baranowsky","Final Battle",
31443,"Donkey Kong Country: Treetop Tunes","Kain White, Medllix, Ro Panuganti","Horn Top Hop",
31444,"Donkey Kong Country: Treetop Tunes","J64","Haunted Chase",
31445,"Donkey Kong Country: Treetop Tunes","Magmagoo","Hot Head Bop",
31447,"Donkey Kong Country: Treetop Tunes","Dewey Newt","Enchanted River",
31448,"Donkey Kong Country: Treetop Tunes","The Game Brass","Bonus Room Blitz",
31449,"Donkey Kong Country: Treetop Tunes","ThePopStarDude","Mining Melancholy",
3145,"Cave Story 3D","Daisuke Amaya (Pixel), Danny Baranowsky","Cave Story",
31450,"Donkey Kong Country: Treetop Tunes","Earth Kid","Water World",
31451,"Donkey Kong Country: Treetop Tunes","Knichael Might","Mine Cart Madness",
31452,"Donkey Kong Country: Treetop Tunes","Mordra","Krook's March",
31455,"Donkey Kong Country: Treetop Tunes","Erika Richards (Bullicann / DT Majesty), DonoDeluxe, Jmabate, Ro Panuganti","DK Island Swing",
31457,"Donkey Kong Country: Treetop Tunes","Mr. Luxarina","Rocket Barrel",
31458,"Donkey Kong Country: Treetop Tunes","Torby Brand, Reuben Spiers","Windmill Hills",
31459,"Donkey Kong Country: Treetop Tunes","Alek Fleischer","Scorch n' Torch",
3146,"Cave Story 3D","Daisuke Amaya (Pixel), Danny Baranowsky","Gravity",
31461,"Donkey Kong Country: Treetop Tunes","Hashel, Torby Brand, Mark Autumn, Gamer of the Winds, Ro Panuganti","Aquatic Ambiance",
31462,"Donkey Kong Country: Treetop Tunes","Alex Garcigregor","Flight of the Zinger",
31463,"A Certain Magical Virtual-On","Yuzo Koshiro","Rising Blue",
31464,"A Certain Magical Virtual-On","Yuzo Koshiro","Lightning Pixy",
31465,"A Certain Magical Virtual-On","Yuzo Koshiro","Happy Judgement",
31466,"A Certain Magical Virtual-On","Yuzo Koshiro","Streak of Black Sorrow",1018
31467,"A Certain Magical Virtual-On","Yuzo Koshiro","Transition 2018",
3147,"Cave Story 3D","Daisuke Amaya (Pixel), Danny Baranowsky","Last Cave",
31470,"Earth Defense Force: Insect Armageddon","Rod Abernethy","Earth Defense Force Theme",
31471,"Earth Defense Force: Insect Armageddon","Rod Abernethy","EDF End Credits",
31473,"Earth Defense Force: Insect Armageddon","Rod Abernethy","Blast the Nest",991
31474,"Mushihimesama","Shoichiro Sakamoto","Like a Night of Falling Stars - Stage 4 <Arranged>",
31475,"Mushihimesama","Shinji Hosoe","To Shinju Forest - Stage 1 <Arranged>",
31476,"drammatica -The Very Best of Yoko Shimomura-","Yoko Shimomura, Natsumi Kameoka","Colored Earth",
31477,"drammatica -The Very Best of Yoko Shimomura-","Yoko Shimomura, Natsumi Kameoka","The Tale Told by the Wind ~Ending Theme from Heroes of Mana~",
31479,"drammatica -The Very Best of Yoko Shimomura-","Yoko Shimomura, Natsumi Kameoka","The 13th Anthology",
31480,"drammatica -The Very Best of Yoko Shimomura-","Yoko Shimomura, Natsumi Kameoka","Take the Offensive",
31481,"drammatica -The Very Best of Yoko Shimomura-","Yoko Shimomura, Natsumi Kameoka","To the Heroes of Old ~Opening Theme from Heroes of Mana~",
31482,"drammatica -The Very Best of Yoko Shimomura-","Yoko Shimomura, Natsumi Kameoka","The Bird Flies in the Sky, the Fish Swims in the River",
31483,"drammatica -The Very Best of Yoko Shimomura-","Yoko Shimomura, Natsumi Kameoka","Twinkle Twinkle Holidays",
31484,"drammatica -The Very Best of Yoko Shimomura-","Yoko Shimomura, Natsumi Kameoka","Ruined Sparkling City",
31486,"The Legend of Zelda","LindsayAnne Pepper, Medllix","Destined",
31487,"Quake","mikedm92","Slipgate",
31488,"Animal Crossing: New Leaf","Kade Kalka","Late-night Ambience",
31489,"Secret of Mana","RebeccaETripp, Gamer of the Winds","Colours of the Winter Sky",
3149,"Cave Story 3D","Daisuke Amaya (Pixel), Danny Baranowsky","Eyes of Flame",
31490,"Shovel Knight","Hypetreme","More Might",
31492,"Snowboard Kids","Miso29﻿","Avalanche",
31494,"Monster Boy and the Cursed Kingdom","Keiki Kobayashi","Crystal Caves",
31495,"Monster Boy and the Cursed Kingdom","Keiki Kobayashi","The Dark Realm",
31496,"Monster Boy and the Cursed Kingdom","Keiki Kobayashi","Main Theme",
31497,"Monster Boy and the Cursed Kingdom","Cédric Joder","Chaos in the Castle",
31498,"Monster Boy and the Cursed Kingdom","Michiru Yamane","Castle of Lupia",
31499,"Monster Boy and the Cursed Kingdom","Yuzo Koshiro","The Lost Temples",
315,"Breath of Fire","Yasuaki Fujita, Yoko Shimomura, Minae Fujii, Mari Yamaguchi","Profit",
31500,"Monster Boy and the Cursed Kingdom","Keiki Kobayashi","Volcanic Eruption",
31501,"Monster Boy and the Cursed Kingdom","Cédric Joder","Big Venom",991
31502,"Monster Boy and the Cursed Kingdom","Michiru Yamane","Haunted Manor",
31503,"Monster Boy and the Cursed Kingdom","Yuzo Koshiro","The Falls",
31504,"Monster Boy and the Cursed Kingdom","Motoi Sakuraba","Skies of Aeria",1018
31505,"Monster Boy and the Cursed Kingdom","Yuzo Koshiro","Misty Woods",
31506,"Monster Boy and the Cursed Kingdom","Yuzo Koshiro","Boss",
31507,"Monster Boy and the Cursed Kingdom","Yuzo Koshiro","The Volcano",
31508,"Monster Boy and the Cursed Kingdom","Keiki Kobayashi","Abandoned Mines",
3151,"Cave Story 3D","Daisuke Amaya (Pixel), Danny Baranowsky","Running Hell",
31510,"Monster Boy and the Cursed Kingdom","Keiki Kobayashi","Temple Raider",
31511,"Monster Boy and the Cursed Kingdom","Keiki Kobayashi","Green Fields",
31512,"Pokémon Ultra Sun/Moon","Minako Adachi, Go Ichinose, Junichi Masuda, Tomoaki Oga","Battle! (Team Galactic Leader Cyrus)",
31513,"Pokémon Ultra Sun/Moon","Hitomi Sato","On the Ship",
31514,"Pokémon Ultra Sun/Moon","Minako Adachi","Hau'oli City (Night)",991
31515,"Pokémon Ultra Sun/Moon","Minako Adachi","Seafolk Village (Day)",
31516,"Pokémon Ultra Sun/Moon","Hitomi Sato","Vast Poni Canyon",
31517,"Pokémon Ultra Sun/Moon","Minako Adachi","Staff Credits (Edit)",
31519,"Pokémon Ultra Sun/Moon","Tomoaki Oga","Escape!",
3152,"Cave Story 3D","Daisuke Amaya (Pixel), Danny Baranowsky","Toroko",
31520,"Pokémon Ultra Sun/Moon","Minako Adachi, Go Ichinose, Junichi Masuda, Tomoaki Oga","Alola Photo Club",
31521,"Pokémon Ultra Sun/Moon","Minako Adachi, Go Ichinose, Junichi Masuda, Tomoaki Oga","Battle! (Ultra Necrozma)",991
31522,"Pokémon Ultra Sun/Moon","Hideaki Kuroda","Battle! (Battle Tree Boss)",
31523,"Pokémon Ultra Sun/Moon","Minako Adachi","Battle! (Lusamine)",
31524,"Pokémon Ultra Sun/Moon","Hitomi Sato","Festival Plaza (Night)",991
31525,"Pokémon Ultra Sun/Moon","Minako Adachi","Malie City (Day)",
31526,"Battle Garegga Rev.2016","Manabu Namiki","Subversive Awareness (Stage 5 - Cloud)",
31527,"Battle Garegga Rev.2016","Manabu Namiki","Degeneracy (Stage 4 - Plant)",
31528,"Battle Garegga Rev.2016","Manabu Namiki","Fly to the Leaden Sky (Stage 1 - Valley)",
31529,"Battle Garegga Rev.2016","Manabu Namiki","Underwater Rampart (Stage 2 - Plateau)",
31530,"Final Fantasy X Piano Collections","Aki Kuroda","Rikku's Theme",
31531,"Final Fantasy X Piano Collections","Aki Kuroda","Besaid Island",
"31532","Invalid song","Invalid song","Invalid song",
31533,"Witch 'Em Up","RushJet1","The Jungle",
31534,"Witch 'Em Up","RushJet1","Witch 'Em Up",
31535,"Fez","Outset Initiative, Andrew Steffen, Shipluss","Windrose",
31537,"Golden Sun: The Lost Age","Chernabogue, Audio Mocha, Furilas","Au Clair de la Lune",
31539,"CrossCode","Deniz Akbulut","Hack Your Way!",
3154,"Cave Story 3D","Daisuke Amaya (Pixel), Danny Baranowsky","Living Waterway",
31541,"CrossCode","Deniz Akbulut","Battle 2",
31542,"CrossCode","Deniz Akbulut","Bergen Trail",
31543,"CrossCode","Deniz Akbulut","CrossCounter!",
31544,"CrossCode","Deniz Akbulut","The Path of Justice",
31546,"CrossCode","Deniz Akbulut","Gaia's Garden",
31547,"CrossCode","Deniz Akbulut","Challenge 1",
31548,"CrossCode","Deniz Akbulut","Sapphire Ridge",
31549,"CrossCode","Deniz Akbulut","Raid",
3155,"Cave Story 3D","Daisuke Amaya (Pixel), Danny Baranowsky","Mimiga Town",991
31550,"CrossCode","Deniz Akbulut","Shizuka",
31551,"CrossCode","Deniz Akbulut","Welcome to CrossWorlds",
31552,"CrossCode","Deniz Akbulut","Exponential Conclusion",
31553,"The Green (Greens) Album","Dinnick the 3rd","Factory Inspection",
31554,"The Green (Greens) Album","Metatron","Marshmallow Castle",
31555,"The Green (Greens) Album","FingerstyleGaming","Grape Garden",
31556,"The Green (Greens) Album","Ro Panuganti","Legendary Air Machine",
31557,"The Green (Greens) Album","Mohmega","Butter Building",
31558,"The Green (Greens) Album","Alek Fleischer","City Trial",
31559,"The Green (Greens) Album","Smouv","King Dedede's Theme",
3156,"Cave Story 3D","Daisuke Amaya (Pixel), Danny Baranowsky","Scorching Back",
31560,"The Green (Greens) Album","Psycosulu","Castle Lololo",
31561,"The Green (Greens) Album","Metatron","Meta Knight's Revenge",
31564,"The Green (Greens) Album","Hashel","Floating Away",
31565,"The Green (Greens) Album","Wyatt Wear","Kirby Collecting",
31566,"The Green (Greens) Album","Erika Richards (Bullicann / DT Majesty), Ro Panuganti, Kiaran","Gourmet Race",
31568,"Hylian Downfall","Andrew Malefice","Title Screen (The Adventures of Link)",
31569,"Hylian Downfall","VideoGamesG33k","Manbo's Mambo",
31570,"Hylian Downfall","Dann Link","Staff Roll (Link's Awakening)",
31571,"Hylian Downfall","Mark Autumn, ViolinGamer","Battle Theme",
31572,"Hylian Downfall","Nicole, Xander","The Ghost's House",
31573,"Hylian Downfall","Dave Sheik","Key Cavern",
31575,"Hylian Downfall","Thecoolestnerdguy","Church",
31576,"Hylian Downfall","Toxodentrail","Ending Theme",
31578,"Hylian Downfall","Flavien Morel","Tail Cave",
31579,"Hylian Downfall","Jer Roque, Thecoolestnerdguy, Peter Kim, Xander, RedBeardedViking","Princess Zelda's Rescue",
3158,"Guilty Gear XX","Daisuke Ishiwatari, Koichi Seiyama","Writhe In Pain",1018
"31581","Invalid song","Invalid song","Invalid song",
31586,"Hylian Downfall","Mairiba","Game Over",
"31589","Invalid song","Invalid song","Invalid song",
3159,"Guilty Gear XX","Daisuke Ishiwatari, Koichi Seiyama","Liquor Bar and Drunkard",
31590,"Hylian Downfall","Christian Richardson","Lost Woods",
31591,"Hylian Downfall","Capn Crockett","Triforce Fanfare",
31594,"Hylian Downfall","Yendorami","The Great Palace Theme",
31596,"Hylian Downfall","Gunderslam","Dark World Dungeon",
316,"Breath of Fire","Yasuaki Fujita, Yoko Shimomura, Minae Fujii, Mari Yamaguchi","Great Achievement",1018
3160,"Guilty Gear XX","Daisuke Ishiwatari, Koichi Seiyama","Fuuga",
31601,"Hylian Downfall","Xander","Boss Battle",
"31603","Invalid song","Invalid song","Invalid song",
31604,"Hylian Downfall","BadMojo","Final Boss",1018
31605,"Hylian Downfall","Kain White","Link is Awake",
"31607","Invalid song","Invalid song","Invalid song",
31608,"Hylian Downfall","Danilo Ciaffi","The Goddess Appears",
"31609","Invalid song","Invalid song","Invalid song",
3161,"Guilty Gear XX","Daisuke Ishiwatari, Koichi Seiyama","Suck A Sage",
31610,"Hylian Downfall","ShaKe Elite","Overworld (The Adventures of Link)",
31611,"Hylian Downfall","Piano PeyCa","Final Battle vs Dark Link",
31613,"Donkey Kong Country","Justin Tense","The teCtonic reCords",
31614,"Detana!! TwinBee","Czyszy","My Friend, the Wind",
31615,"Donkey Kong Country 2: Diddy's Kong Quest","Mordi, Slaygon","Woodland Intermission",
31616,"The Legend of Zelda: Twilight Princess","RebeccaETripp, Gamer of the Winds","Heart of the Sacred Grove",
31618,"Nemesis 3: The Eve of Destruction","Jorito, Damian Nguyen, DS, Gamer of the Winds, JohnStacy, BardicKnowledge","Follow the Sun",
31619,"Monkey Island 2: LeChuck's Revenge","Yffisch","Three-Headed Monkey Combat",
3162,"Guilty Gear XX","Daisuke Ishiwatari, Koichi Seiyama","Noontide",
31620,"Rhythm Raceway","Mohmega","Mario Circuit [MK8]",1018
31621,"Rhythm Raceway","Toxodentrail","Mario Raceway [MK64]",991
31622,"Rhythm Raceway","Thirdkoopa, Playrhatr2007, Xander, Bassoonify, Florian Haack","Waluigi Stadium [MKDD]",
31623,"Rhythm Raceway","Erika Richards (Bullicann / DT Majesty)","Frappe Snowland [MK64]",
31625,"Rhythm Raceway","Mr Feral","Rainbow Road [MKDD]",
31626,"Rhythm Raceway","Justin Thornburgh","Twisted Mansion [MK8]",
31627,"Rhythm Raceway","Genna Renee","Moo Moo Meadows [MKW]",
31628,"Rhythm Raceway","Ro Panuganti","Title Screen & Setup [MK64]",
31629,"Huntress","Hashel","Metroid Title Theme",
3163,"Guilty Gear XX","Daisuke Ishiwatari, Koichi Seiyama","Bloodstained Lineage",
31630,"Rhythm Raceway","Crust","Luigi's Mansion [MKDS]",
31631,"Huntress","NiCus","Brinstar",
31632,"Rhythm Raceway","TonalRumblePak","Rainbow Road [MK8]",
31633,"Rhythm Raceway","MetalLegend64","Bowser Castle [SMK]",
31634,"Rhythm Raceway","Joe Bin","Moo Moo Farm [MK64]",
31635,"Huntress","TheCoolestNerdGuy, Ian Martyn, Thennecan, Danilo Ciaffi, SmashKAB, Subversiveasset, Donovan, VideoGamesG33k","Kraid's Lair",
31636,"Rhythm Raceway","PeyCa, Kiaran, TonalRumblePak, Mind Waker","Mario Circuit [SMK]",
31637,"Huntress","Psycosulu","Tourian",
31638,"Rhythm Raceway","Smouv","Daisy Circuit [MKW]",
3164,"Guilty Gear XX","Daisuke Ishiwatari, Koichi Seiyama","'till Next Time",
31641,"Huntress","VideoGamesG33k, Torjuz, JohnStacy, Playrhatr2007","Super Metroid Main Theme",
31642,"Huntress","Ro Panuganti","Ridley Battle",
31644,"Huntress","Dann Link","Brinstar Jungle",
31645,"Huntress","Dacian Grada","Crateria Main Theme",
31646,"Huntress","Team Friesen","Swampy Caverns",991
31647,"Huntress","ThePopStarDude","Escape",
31649,"Huntress","Capn Crockett","Sector 1",
31650,"Huntress","Gunderslam","Nightmare X Boss Theme",
31651,"Huntress","Kiaran","Arachnus X Boss Theme",
31652,"OCTOPATH TRAVELER Arrangements Break & Boost","Yasunori Nishiki","They Who Govern Reason",
31653,"OCTOPATH TRAVELER Arrangements Break & Boost","Yasunori Nishiki","Battle I",
31654,"OCTOPATH TRAVELER Arrangements Break & Boost","Yasunori Nishiki","Daughter of the Dark God",
31655,"OCTOPATH TRAVELER Arrangements Break & Boost","Yasunori Nishiki","Determination",
31656,"OCTOPATH TRAVELER Arrangements Break & Boost","Yasunori Nishiki","Octopath Traveler -Main Theme-",
31657,"OCTOPATH TRAVELER Arrangements Break & Boost","Yasunori Nishiki","Decisive Battle II [Break]",
31658,"OCTOPATH TRAVELER Arrangements Break & Boost","Yasunori Nishiki","Decisive Battle II [Boost]",
31659,"OCTOPATH TRAVELER Arrangements Break & Boost","Yasunori Nishiki","The Frostlands",
3166,"Guilty Gear XX","Daisuke Ishiwatari, Koichi Seiyama","Blue Water Blue Sky",
31660,"OCTOPATH TRAVELER Arrangements Break & Boost","Yasunori Nishiki","Battle at Journey's End",
31661,"OCTOPATH TRAVELER Arrangements Break & Boost","Yasunori Nishiki","A Settlement in the Red Bluffs",
31662,"OCTOPATH TRAVELER Arrangements Break & Boost","Yasunori Nishiki","Orewell, Beneath the Crags",
"31664","Invalid song","Invalid song","Invalid song",
31665,"Fate/Grand Order Orchestra","Taizo Takemoto, Tokyo Metropolitan Symphony Orchestra","The Gathering of Heroes/Iron Dignity/Victory (orchestra ver.)",
31666,"Fate/Grand Order Orchestra","Taizo Takemoto, Tokyo Metropolitan Symphony Orchestra","Fate/Grand Order (orchestra ver.)",
31667,"Fate/Grand Order Orchestra","Taizo Takemoto, Tokyo Metropolitan Symphony Orchestra","Flame Contaminated City: Fuyuki (orchestra ver.)",
31668,"Fate/Grand Order Orchestra","Taizo Takemoto, Tokyo Metropolitan Symphony Orchestra","Fate -GRAND BATTLE- (orchestra ver.)",
31669,"Fate/Grand Order Orchestra","Taizo Takemoto, Tokyo Metropolitan Symphony Orchestra","Battle at the End of the World -GODDESS RHONGOMYNIAD BATTLE- (orchestra ver.)",
31670,"Fate/Grand Order Orchestra","Taizo Takemoto, Tokyo Metropolitan Symphony Orchestra","Grand Order/Chaldea (orchestra ver.)",
31672,"Chronopolis: Music Inspired by Chrono Cross","OceansAndrew, Scaredsim, prophetik music","Regretful Lullaby",
31674,"Chronopolis: Music Inspired by Chrono Cross","The Coop","Sandman's Vision",
31675,"Chronopolis: Music Inspired by Chrono Cross","prophetik music, Cyril the Wolf, JohnStacy","Trust My Unwavering Heart [Instrumental]",991
31676,"Chronopolis: Music Inspired by Chrono Cross","Jorito, JoyDreamer, Trev Wignall, prophetik music","If I Could...",
31677,"Chronopolis: Music Inspired by Chrono Cross","prophetik music","Outside Looking In",991
31679,"Chronopolis: Music Inspired by Chrono Cross","Wiesty, The OC Jazz Collective","Cosmic Kleptomaniac",
3168,"Guilty Gear XX","Daisuke Ishiwatari, Koichi Seiyama","Holy Orders (Be Just Or Be Dead)",
31681,"Chronopolis: Music Inspired by Chrono Cross","NoTuX","Whispering Shadows",
31682,"Chronopolis: Music Inspired by Chrono Cross","prophetik music, Chris ~ Amaterasu","Hold onto the Dream [Instrumental]",1018
31684,"Chronopolis: Music Inspired by Chrono Cross","bLiNd","Chillopolis",
31685,"Chronopolis: Music Inspired by Chrono Cross","Ophanin","Serge's Failure",
31687,"Chronopolis: Music Inspired by Chrono Cross","prophetik music","Too Much Calcium",
"31689","Invalid song","Invalid song","Invalid song",
"3169","Invalid song","Invalid song","Invalid song",
31690,"Chronopolis: Music Inspired by Chrono Cross","Jorito, Earth Kid","When Two Worlds Meet",
31692,"Chronopolis: Music Inspired by Chrono Cross","Ophanin","Fire Never Fades",
31693,"Chronopolis: Music Inspired by Chrono Cross","Jorito, JoyDreamer","If I Could... (Synthwave Mix)",
31694,"Chronopolis: Music Inspired by Chrono Cross","Steven Melin, freezetag","Eye of the Storm",991
31696,"Chronopolis: Music Inspired by Chrono Cross","Ophanin","The End of Time",
31698,"Sophomore Year","OverClocked University","Home Sweet Guldove",
31699,"Kingdom Hearts II","Tune in with Chewie, Kristin Naigus, HOUNDTRACK","Dear Serenity",
3170,"Guilty Gear XX","Daisuke Ishiwatari, Koichi Seiyama","Keep Yourself Alive 2",
31702,"Mario Kart 7","Lampje4life","Rainbow in Your Eyes",
31703,"NieR Orchestral Arrangement Special Box Edition","Daisuke Kadowaki","Birth of a Wish",
31704,"NieR Orchestral Arrangement Special Box Edition","Daisuke Shinoda","The Prestigious Mask",
31705,"NieR Orchestral Arrangement Special Box Edition","Mariam Abounnasr","Emil",
31707,"NieR Orchestral Arrangement Special Box Edition","Kosuke Yamashita","Grandma",
31709,"NieR Orchestral Arrangement Special Box Edition","Mariam Abounnasr","Gods Bound by Rules",
3171,"Guilty Gear XX","Daisuke Ishiwatari, Koichi Seiyama","Awe Of She",
31710,"NieR Orchestral Arrangement Special Box Edition","Daisuke Shinoda","Alien Manifestation",
31711,"NieR Orchestral Arrangement Special Box Edition","Sachiko Miyano","Dependent Weakling",991
31712,"NieR Orchestral Arrangement Special Box Edition","Daisuke Shinoda","Snow in Summer",
31713,"NieR Orchestral Arrangement Special Box Edition","Tomoyuki Asakawa","Voice of no Return",
"31714","Invalid song","Invalid song","Invalid song",
31715,"NieR Orchestral Arrangement Special Box Edition","Tomomichi Takeoka","Ashes of Dreams",
31718,"NieR Orchestral Arrangement Special Box Edition","Sachiko Miyano","Shadowlord",
31719,"NieR Orchestral Arrangement Special Box Edition","Daisuke Shinoda","The Ultimate Weapon",
31721,"NieR Orchestral Arrangement Special Box Edition","Kosuke Yamashita","Mourning",
31724,"NieR Orchestral Arrangement Special Box Edition","Mariam Abounnasr","City Ruins",991
