elementName,score,nbOfSongs
"Sengoku Basara Battle Heroes","1002.4545454545455",11
"Atelier Iris: Eternal Mana 2","1002.4545454545455",11
"Atelier Meruru","1002.4",15
"Final Fantasy XII - Piano OST","1002.3684210526316",19
"Streets of Rage 2","1002.3478260869565",23
"Touhou Hisouten: Scarlet Weather Rhapsody","1002.25",8
"Ogre Battle 64 Person of Lordly Caliber","1002.25",8
"Werewolf: The Last Warrior","1002.25",4
"Radical D","1002.25",8
"EvilWezil","1002.25",8
"Mobile Suit Gundam Wing: Endless Duel","1002.25",8
"The Ultimate Stuntman","1002.25",4
"Hearts of Light","1002.25",12
"Final Fantasy VII Remake, Part 1 - Beneath a Stolen Sky","1002.25",16
"Soulcalibur II","1002.25",8
"Beneath The Skin","1002.25",8
"History Repeating: Red","1002.25",4
"Splatterhouse","1002.25",4
"Etrian Odyssey I & II Live Super Arrange","1002.25",8
"Multiplayer 3: Wave","1002.25",24
"Suikoden V","1002.25",12
"Cosmic Star Heroine","1002.25",12
"Ragnarok Odyssey Ace","1002.25",4
"Chiptunes = WIN: Volume 2","1002.25",20
"Donkey Kong Land 2","1002.25",12
"Danse Macabre 3","1002.25",4
"404Sight","1002.25",8
"Naruto Ultimate Ninja Storm 2","1002.25",4
"Forza Motorsport 3","1002.25",4
"Super Spy Hunter","1002.25",4
"Evil Genius","1002.25",4
"Tsugunai: Atonement","1002.25",4
"Mr. Particle Man","1002.25",4
"Vampire Survivors","1002.0769230769231",13
"Suikoden Piano Collection ~Avertunerio Antes Lance Mao~","1002.0769230769231",13
"Ultraball","1002.0769230769231",13
"We Are ROCK-MEN! 2","1002.0769230769231",13
"FAST Racing NEO","1002.0769230769231",13
"Equilibrium","1002",9
"The Great Tale of the Little Ones","1002",36
"Re:Birth II / Romancing SaGa Battle Arrange -Sen-","1002",9
"Square Enix - Mellow Minstrel Mix","1002",9
"Sonic Lost World","1002",9
"Miles Edgeworth Investigations 2","1002",9
"NES Jams","1002",9
"Atelier Iris ETERNAL MANA Arranged Tracks DECEITFUL WINGS","1002",9
"Star Fox Adventures","1002",9
"Psychokinetic","1002",18
"Star Ocean: Till the End of Time Arrange Album","1002",9
"Tales of Crestoria","1002",9
"Gimmick!","1001.9285714285714",14
"Harmony of a Hunter Returns","1001.8947368421053",38
"Chiptunes = WIN: Volume 5","1001.875",24
"Metal Gear Solid 4: Guns of the Patriots","1001.8",10
"Mario Kart DS","1001.8",10
"Espgaluda","1001.8",5
"Oni II: Innin Densetsu","1001.8",5
"Snake Pass","1001.8",5
"Monster Hunter Swing ~Big Band Jazz Arrange~","1001.8",10
"The Evolutioning","1001.8",5
"Outrunners","1001.8",15
"Suikoden III","1001.8",10
"God Hand","1001.8",5
"Spacetunes = WIN","1001.8",5
"Dicey Dungeons: Reunion","1001.8",5
"Baldur's Gate 3","1001.8",5
"Sonic & Sega All-Stars Racing (DS)","1001.8",10
"Pokémon Colosseum","1001.8",10
"Phoenix Wright Orchestrated","1001.8",10
"Mega Man Battle Network 2","1001.8",15
"Das Geheimnis der Happy Hippo-Insel","1001.8",5
"Skies of Arcadia","1001.8",20
"Ace Combat 5","1001.8",20
"Ninja Gaiden II: The Dark Sword of Chaos","1001.8",10
"Bayonetta","1001.8",15
"The Bugs Bunny Crazy Castle 2","1001.8",5
"SEGA Arcade Selection: D-RAM Remix","1001.8",5
"FINAL FANTASY VII REMAKE Orchestral Arrangement Album","1001.8",10
"Final Fantasy XIV Chill Arrangement Album: Sanctuary's Heart","1001.8",15
"Uru: Ages Beyond Myst","1001.8",5
"Ragnarok Battle Offline","1001.8",5
"The Sonic Stadium Music Adventure 2012 [Discs 1-3]","1001.7307692307693",26
"The Legend of Zelda: Skyward Sword","1001.7142857142857",21
"The Legend of Zelda: Link's Awakening: Threshold of a Dream","1001.6875",16
"Sonic & Knuckles","1001.6666666666666",27
"Seiken Densetsu 3","1001.6666666666666",27
"Tales of Series Battle Arrange Tracks","1001.6363636363636",11
"Steep","1001.6363636363636",11
"Dust: An Elysian Tail","1001.5",12
"Side Pocket (GB)","1001.5",6
"Silver Surfer","1001.5",6
"SQ Chips","1001.5",12
"Forest = ВИН!","1001.5",6
"Pokémon Sword/Shield","1001.5",12
"Chaos World","1001.5",6
"Murder by Numbers","1001.5",12
"Dead Pixels","1001.5",12
"Project Destati: LIGHT","1001.5",18
"Kyuuyaku Megami Tensei","1001.5",6
"NieR Gestalt & Replicant Piano Collections","1001.5",6
"Chikyuu Kaihou Gun ZAS","1001.5",6
"Kuru Kuru Kururin","1001.5",6
"Journeys: FINAL FANTASY XIV Arrangement Album","1001.5",12
"Dungeonmans","1001.5",12
"DREAMERS ~A Tribute to Koji Kondo and Nobuo Uematsu~","1001.5",12
"Refresh","1001.5",6
"Launch","1001.5",18
"Calm Everlasting: Music from FINAL FANTASY X","1001.5",6
"Ridge Racer Arrange","1001.5",6
"Pokémon HeartGold/SoulSilver","1001.44",25
"Star Ocean: Till the End of Time","1001.421052631579",19
"Chrono Trigger Original Sound Version Live","1001.3846153846154",13
"The Coffee Zone","1001.3846153846154",13
"Gargoyle's Quest II","1001.3846153846154",13
"Speeding Towards Adventures: 25 Years of Sonic the Hedgehog","1001.35",20
"Final Fantasy IX: Worlds Apart","1001.35",40
"Reawakening","1001.2857142857143",7
"Over the Sky -Final Fantasy XII-","1001.2857142857143",7
"SD Snatcher","1001.2857142857143",21
"The King of Fighters '99","1001.2857142857143",7
"Dustforce","1001.2857142857143",7
"Phoenix Wright 6: Spirit of Justice","1001.2857142857143",7
"Magicka","1001.2857142857143",7
"Miles Edgeworth Investigations","1001.2857142857143",7
"C64 reMIXed","1001.2857142857143",7
"Fighting EX Layer","1001.2857142857143",7
"Kingdom Hearts III","1001.2857142857143",7
"Mega Man 4 (PS)","1001.2857142857143",7
"Elemental Master","1001.2857142857143",7
"Wangan Midnight Maximum Tune 2","1001.2857142857143",7
"Star Ocean The Second Story Fantasy Megamix","1001.2857142857143",7
"Chrono Cinematica: A Symphonic Tribute","1001.2",15
"Bahamut Lagoon","1001.2",15
"Dark Cloud","1001.125",16
"Shantae: Risky's Revenge","1001.125",8
"Professor Layton and the Curious Village","1001.125",8
"Dark Cloud 2 Premium Arrange","1001.125",8
"Panzer Dragoon","1001.125",8
"Falcom Field Zanmai","1001.125",8
"Final Fantasy XI Piano Collections","1001.125",8
"NESkimo Battle: Perfect Selection","1001.125",16
"The Legend of Zelda -Ocarina of Time- / Re-Arranged Album","1001.125",8
"A.R.E.S.: Extinction Agenda","1001.125",8
"Thunder Force V","1001.125",8
"Tales of the World: Radiant Mythology 2","1001.125",16
"Sega Vintage Collection","1001.125",8
"Professor Layton vs. Phoenix Wright: Ace Attorney","1001.0588235294117",17
"Final Fantasy XI Online","1001.0384615384615",26
"Skate or Die!","1001",9
"Album 1 - Press Start!","1001",9
"Mario's Tennis","1001",9
"ToeJam & Earl in Panic on Funkotron","1001",9
"Sonic II Remastered","1001",9
"Veneer","1001",9
"UUDDLRLRBAStart","1001",9
"Pokémon Black/White","1001",18
"Doom: The Dark Side of Phobos","1001",9
"Dynasty Warriors: Gundam 3","1001",9
"Gametunes","1001",9
"Nintendo 64 20th Anniversary - Unofficial Compilation","1001",9
"Hyperdimension Neptunia","1001",9
"Brass","1001",9
"Shining Force EXA","1001",9
"Pokémon Reorchestrated: Kanto Symphony","1001",27
"Smooth McGroove Remixed","1001",9
"ROBOGIRL 2 (Journey the Stars)","1000.9473684210526",19
"Donkey Kong Country: Tropical Freeze","1000.9473684210526",19
"Baten Kaitos Origins","1000.9473684210526",19
"SaGa Frontier","1000.9",20
"Wario Land 3","1000.9",10
"The Legend of Zelda: Phantom Hourglass","1000.9",10
"Hello World: Adventures in Mushroomland","1000.9",10
"Bomberman '93","1000.8181818181819",11
"Dear Mario","1000.8181818181819",11
"Super Smash Bros. Melee","1000.8181818181819",22
"Metal Gear Solid","1000.8181818181819",11
"Sonic Rush Adventure","1000.8181818181819",11
"Memories Off 8bit Arrange","1000.8181818181819",22
"GLITCH","1000.8181818181819",11
"Sonic: Before the Sequel","1000.75",12
"Trails of Cold Steel","1000.75",12
"coatlesscarl's 8-bit Covers","1000.734693877551",49
"Soma Bringer","1000.72",25
"Infinite Game Music","1000.6923076923077",13
"Super Mega Zero","1000.6923076923077",13
"Xenogears","1000.6792452830189",53
"The Grand Robot Master Remix Battle 2011","1000.6666666666666",27
"Pokémon Ultra Sun/Moon","1000.6428571428571",14
"Volume 1","1000.6428571428571",14
"Spindash","1000.6428571428571",14
"Zoda's Revenge: StarTropics II","1000.6",15
"Mega Man V (GB)","1000.5625",16
"Paper Mario: The Origami King","1000.5625",16
"Blaze Union","1000.5625",16
"Ecco: The Tides of Time","1000.5294117647059",17
"Mario Kart 64","1000.5294117647059",17
"Street Fighter V","1000.5294117647059",17
"Beware The Invasion","1000.5294117647059",17
"Tales of Phantasia","1000.5",18
"Beatmania IIDX","1000.5",18
"Multiplayer 5: Connection","1000.4736842105264",19
"Versus Video Games 4","1000.4285714285714",21
"The Sonic Stadium Music Adventure 2012 [Discs 4-6]","1000.4090909090909",22
"Octopath Traveler","1000.3913043478261",23
"Gunstar Heroes (Game Gear)","1000",9
"Super Hang-On","1000",10
"Sam & Max Save The World","1000",13
"Sonic Adventure","1000",21
"Doom","1000",7
"Frets of Valmar: Grandia II","1000",4
"Sphere Brain","1000",4
"Wizards & Warriors III","1000",5
"Jim Power in Mutant Planet","1000",6
"Final Fantasy V: The Fabled Warriors ~I. WIND~","1000",9
"Virtual-On Force","1000",5
"Nintendo World Cup","1000",7
"Phantasy Star","1000",9
"The NewZealand Story","1000",2
"Magic Sword","1000",6
"Child of the Chozo","1000",4
"Grim Fandango","1000",8
"Edge of Despair","1000",9
"Runbow","1000",8
"XING: The Land Beyond","1000",4
"Mother F------ Earthbound","1000",18
"Suikoden IV","1000",8
"Fall Guys","1000",18
"Eijukugo Target 1000 DS","1000",6
"Plok","1000",4
"Live A Live","1000",13
"Touhou Suimusou: Immaterial and Missing Power","1000",4
"LegVacuum 2","1000",5
"OutRun 3-D","1000",2
"Batman (GB)","1000",8
"Final Fantasy (WSC)","1000",6
"Shantae","1000",15
"Crisis Force","1000",5
"Oz","1000",13
"New Super Mario Bros.","1000",5
"Lemmings","1000",16
"Shinobi III: Return of the Ninja Master","1000",8
"Tales of Destiny","1000",5
"Year 3 Complete Collection","1000",14
"Emil Chronicle Online","1000",8
"The Final Fantasy Legend","1000",5
"Club Kong","1000",4
"Batman Returns","1000",9
"Pokémon Omega Ruby & Alpha Sapphire","1000",14
"Gran Turismo","1000",10
"Disgaea Arrange Collection ~Dark label~","1000",6
"NieR Music Concert CD ≪The Memories of Puppets≫","1000",15
"Policenauts","1000",5
"Final Fantasy XIV: Heavensward","1000",21
"20th Anniversary Rockman 1~6 Rock Arrange Ver.","1000",6
"The Elder Scrolls V: Skyrim","1000",4
"The Binding of Isaac: Repentance","1000",5
"Tales of Link","1000",7
"Command & Conquer: Red Alert 2","1000",5
"Cartridge Dust","1000",5
"NYPWP8: This is the Part Where I Usually Die","1000",12
"Bitpop? Vol. 2","1000",12
"Street Fighter 2010: The Final Fight","1000",8
"Bacon EP","1000",6
"Side Pocket","1000",10
"Tetris (Tengen)","1000",4
"Conquest of the Crystal Palace","1000",3
"Mega Man (Game Gear)","1000",6
"Konami Hyper Soccer","1000",4
"Control","1000",3
"Weekly Treats: 2013","1000",19
"I Set My Pixels On Fire - Bubu!","1000",13
"DRAG-ON DRAGOON Chips Music","1000",15
"Retrocovered","1000",13
"Spiral Knights","1000",9
"Mouryou Senki Madara","1000",17
"Harmony of Heroes","1000",77
"Selected Videogame-Based Instrumentals","1000",11
"Splatunes!","1000",10
"Golden Axe II","1000",3
"Motoi Sakuraba Band Arrangement Album / STAR OCEAN & VALKYRIE PROFILE","1000",11
"Castlevania: Aria of Sorrow","1000",11
"Crypt of the NecroDancer: The Synthwave Cuts","1000",12
"The Dark Hunter (Music from the Metroid Series)","1000",5
"The Wild (Music from The Legend of Zelda: Breath of the Wild)","1000",5
"Fire Emblem Music Collection ~Faith & Engagement~ Piano","1000",12
"The King of Fighters XIV","1000",16
"Psycho Somatic Generation","1000",10
"Kameo: Elements of Power","1000",4
"The Green (Greens) Album","1000",13
"BlazBlue: Continuum Shift Extend","1000",4
"Hang on to Your Hat","1000",10
"Horizon Chase Turbo","1000",10
"WCW vs. nWo: World Tour","1000",4
"Ys: The Oath in Felghana Super Arrange Version","1000",10
"Tales of Symphonia","1000",12
"Touhou Seirensen: Undefined Fantastic Object","1000",7
"Touhou Kaeidzuka: Phantasmagoria of Flower View","1000",6
"Tokyo Xtreme Racer","1000",6
"Etrian Odyssey Untold: The Millennium Girl","1000",12
"Yu-No","1000",22
"Dynamite Headdy: Secret Bonus Point","1000",11
"Atomic Insanity","1000",6
"Zen: Intergalactic Ninja","1000",4
"Medarot","1000",8
"Sonic Spinball (GG)","1000",4
"Shining in the Darkness","1000",5
"Menagerie","1000",5
"Legacy of the Wizard","1000",13
"Adventures in the Magic Kingdom","1000",3
"Panzer Dragoon Orta","1000",6
"RefleX","1000",5
"Spider-Man and the X-Men in Arcade's Revenge","1000",4
"Escape Goat 2","1000",4
"Chroma Squad","1000",6
"The Legend of Zelda Sound & Drama","1000",5
"Cyber City 2157","1000",5
"Dig Dog","1000",7
"Lee Trevino's Fighting Golf","1000",6
"Suikoden Piano Collection 2","1000",11
"La-Mulana (Wii)","1000",16
"Mr. Driller G","1000",9
"The Seventh Seal","1000",7
"Echochrome","1000",5
"Etrian Odyssey II","1000",6
"Impostor Nostalgia","1000",17
"The Mystic Quest For Metal","1000",5
"Return of the Attack of the Legend of Pizzor","1000",8
"Kid Icarus: Of Myths and Monsters","1000",3
"Magic Johnson's Fast Break","1000",2
"SimCity","1000",3
"Shinobi","1000",2
"Function","1000",2
"Guacamelee!","1000",8
"Geshi Matsuri","1000",5
"ActioN DooM 2: Urban Brawl","1000",5
"Bravely Default: Linked Horizon","1000",4
"Everquest 2","1000",4
"Dragon Quest IV Symphonic","1000",10
"KRUNCH","1000",6
"Croc: Legend of the Gobbos","1000",14
"shapez.io","1000",10
"Final Fantasy XIII Piano Collections","1000",8
"Ragnarok Odyssey","1000",5
"Soul Hackers 25th Anniversary Music Album","1000",22
"Lemmings (2006)","1000",4
"Jurassic Park (NES)","1000",2
"Kashimashi ~Girl Meets Girl~ Hajimete no Natsu Monogatari Piano Arrange Version","1000",4
"Monster Hunter Compilation \"RE:\"MIX Chiptune","1000",3
"Booster Logic","1000",2
"History Repeating: Blue","1000",9
"Live At Iggy's","1000",6
"The Computer Always Cheats","1000",8
"Rebirth","1000",3
"Star Spangled Chips","1000",2
"No Carrier Rush","1000",2
"Katakis","1000",2
"Mother","999.4705882352941",17
"Trauma Team","999.4705882352941",17
"Jet Force Gemini: Mizar Attacks!","999.4375",16
"Vampire Variations: Volume II","999.4",15
"The Legend of Zelda (Cory Johnson)","999.4",15
"Teenage Mutant Ninja Turtles: Tournament Fighters (SNES)","999.4",15
"Fire Emblem Warriors","999.4",15
"Wild Arms 2","999.4",15
"Turok 2: Seeds of Evil","999.3076923076923",13
"Roots","999.25",12
"The Keyblade War","999.25",12
"Cloudbuilt","999.25",12
"Etrian Odyssey II Untold: The Fafnir Knight","999.25",12
"F-Zero","999.2173913043479",23
"Girls' Frontline","999.2173913043479",23
"Sonic Adventure 2","999.1818181818181",11
"READY. Vocally too","999.1818181818181",11
"Shin Megami Tensei III: Nocturne","999.1818181818181",11
"Pokémon Reorchestrated: Double Team!","999.1818181818181",11
"Pokkén Tournament","999.1818181818181",11
"Mega Man Zero 4","999.1818181818181",11
"Ys IV: The Dawn of Ys","999.1818181818181",11
"Shovel Knight: Dig It!","999.1818181818181",11
"River City Girls","999.1428571428571",21
"Over Horizon","999.1",10
"2007 GOTO 1986","999.1",10
"Rollergames","999.1",10
"Memento mori","999.1",10
"Kurohyo: Ryu ga Gotoku Shinsho","999.1",10
"Wild Arms 5","999.1",20
"Wangan Midnight Maximum Tune 4","999.1",10
"Sonicesque, Vol. II","999.1",10
"Shovel Knight","999.0526315789474",19
"Soldier Blade","999",9
"Fountainhead","999",9
"Gofer no Yabou: Episode II","999",9
"Super Meat Boy","999",18
"SUGARBURGER","999",9
"Prince of Persia: The Sands of Time","999",9
"Ultimate Angler","999",9
"Super VG Christmas Party","999",36
"NiGHTS: Journey of Dreams","999",9
"The Legend of Heroes: Trails from Zero Super Arrange Version","999",9
"Rock n' Roll Cereal","999",9
"World of Warcraft","998.9411764705883",17
"Year 3 (insaneintherainmusic)","998.875",16
"Super Monday Jam 2: Thursday Edition","998.875",8
"Drift City","998.875",8
"Captain Tsubasa II: Super Striker","998.875",16
"Valkyria Chronicles Piano Pieces","998.875",8
"Power Blade 2","998.875",8
"Super Hydlide","998.875",8
"Rock 'n' Sonic the Hedgehog: Sessions!","998.875",8
"Pokémon Mystery Dungeon Time/Darkness/Sky","998.875",16
"Atelier Ayesha","998.875",16
"Sonic the Hedgehog 2: Hedgehog Heaven","998.8",15
"Sonic and the Black Knight","998.8",15
"Chiptunes = WIN: Volume 7","998.8",15
"Half-Minute Hero","998.8",15
"Suikoden","998.7142857142857",21
"Street Fighter II","998.7142857142857",7
"Shenmue","998.7142857142857",7
"Arcadia Legends","998.7142857142857",42
"OCTOPATH TRAVELER 16bit Arrangements","998.7142857142857",7
"Virtual-On","998.7142857142857",7
"Ys VI: The Ark of Napishtim","998.7142857142857",14
"Seven Songs for Seventh Saga","998.7142857142857",7
"Sonic the Hedgehog (GG)","998.7142857142857",7
"Final Fantasy XIII-3: Lightning Returns","998.7142857142857",7
"PinkSweets","998.7142857142857",7
"BUDDIES: A Tribute to Banjo-Kazooie","998.7142857142857",14
"7 Billion Humans","998.7142857142857",7
"Perfect Selection Snatcher Battle","998.7142857142857",7
"Super Stardust HD","998.7142857142857",7
"Year 1 Complete Collection","998.65",20
"Geheime Musikbuch: Himitsu no Ongakujou ~Atelier Ryza 2 Special Arrange CD~","998.6153846153846",13
"Shovel Knight - Specter of Torment","998.6153846153846",13
"Power Blade","998.6153846153846",13
"Pokémon Puzzle Challenge","998.6153846153846",13
"Psychonauts 2","998.6153846153846",13
"Fire Emblem: Shadow Dragon","998.6153846153846",13
"Final Fantasy Dimensions","998.578947368421",19
"Milky Way Wishes: A Kirby Super Star Tribute","998.578947368421",19
"Gungnir","998.578947368421",19
"Rygar","998.5",6
"Tetris Blast","998.5",6
"thirteen","998.5",12
"Chip Country","998.5",12
"Tecmo Cup: Soccer Game","998.5",6
"Touhou Ningyou Taisen 8bitCollection Yin & Yang","998.5",12
"Okami Lounge Version","998.5",6
"Castlevania Legends","998.5",12
"TESSERACT: An Acoustic FEZ Album","998.5",12
"Otomedius","998.5",6
"Ristar (GG)","998.5",6
"Jamestown","998.5",6
"The Black Box","998.5",12
"Out of the Loop EP","998.5",6
"CHRONO CROSS ~memory of music~","998.5",6
"Space Channel 5","998.5",6
"Altered Bit","998.5",6
"Total Annihilation","998.5",6
"Dragon Quest Solo Guitar Collections","998.4117647058823",17
"Celestial Music Record of All Mankind ~ Touhou Hisouten","998.4117647058823",17
"Music System 2","998.3636363636364",11
"Future Dance Land: An Electronic Tribute to Diddy Kong Racing","998.3636363636364",11
"The Legend of Heroes: Trails in the Sky FC & SC Super Arrange Version","998.3636363636364",22
"Toukiden","998.3636363636364",11
"Square Enix Jazz -Final Fantasy VII- at Billboard Live TOKYO","998.3636363636364",11
"Digimon Story: Cyber Sleuth","998.3636363636364",11
"Vent ~ Grandia Arrange Version","998.3636363636364",11
"Shovel Knight - King of Cards","998.3125",16
"Daniel White (Singles)","998.2439024390244",41
"Abinox II","998.2",5
"Sonic Symphony - 25th Anniversary Remix","998.2",10
"Candy Corn III: Direct to Video","998.2",5
"Vanguard Bandits","998.2",10
"Tearaway","998.2",5
"Gradius V","998.2",5
"Kirby Air Ride","998.2",25
"Arc Rise Fantasia","998.2",10
"Ufouria: The Saga","998.2",5
"Rockman EXE WS","998.2",5
"Granblue Fantasy","998.2",5
"#2","998.2",5
"Girls Lost in Time","998.2",5
"Lock 'n' Chase","998.2",5
"Evoland","998.2",5
"Rival Schools 2","998.2",5
"Sega Rally 2 Re-Arrange Album ~Another Entries~","998.2",5
"Ragnarök Online","998.125",24
"Summertunes","998",9
"Raging Fighter","998",9
"Air Zonk","998",9
"Captain Tsubasa 2: Super Arrangements","998",18
"Escape from Monkey Island","998",9
"Final Fantasy IV (WSC)","997.9545454545455",22
"4chpcm love","997.9230769230769",13
"Resonant Saga","997.9230769230769",26
"Disgaea 4: A Promise Unforgotten","997.9230769230769",13
"Super Robot Wars OG Saga: EF EXCEED","997.9230769230769",13
"Mega Man X: Maverick Rising","997.8936170212766",47
"Mega Man Unlimited","997.8571428571429",21
"Resident Evil 2","997.75",8
"TALES OF ORCHESTRA CONCERT 2016","997.75",12
"Amiga Days - Volume 3","997.75",8
"Mass Effect 2","997.75",12
"Nebs 'n Debs","997.75",4
"Pokey Love","997.75",12
"Star Control II: The Ur-Quan Masters","997.75",4
"Knuckles' Chaotix","997.75",8
"Top Gun: The Second Mission","997.75",4
"Company of Heroes","997.75",4
"FINAL FANTASY EXVIUS UNIVERSE x Chillhop Music LoFi Remix","997.75",20
"Akai Katana Shin Arrange Album","997.75",16
"Pokémon Scarlet/Violet","997.75",16
"Pipe Dreams","997.75",4
"30th ANNIVERSARY CAPCOM Music Best:Original & Arrange","997.75",8
"Hiouden","997.75",8
"Rhythm Raceway","997.75",16
"Shattered Memories","997.75",28
"Hero Hours Contract","997.75",4
"Crusader: No Remorse","997.75",4
"Vagrant Story","997.75",8
"Sonicesque, Vol. IV","997.75",12
"NieR Gestalt & Replicant: Jazz Arrange Version, Vol. 2","997.75",4
"Christmas NiGHTS into Dreams...","997.75",4
"Trauma Center: Under the Knife 2","997.75",4
"Hearthstone: Heroes of Warcraft","997.75",4
"FINAL FANTASY XIV Orchestral Arrangement Album","997.75",8
"Tales of Monkey Island","997.75",4
"The Legend of Zelda: Spirit Tracks","997.6315789473684",19
"White Knight Chronicles","997.6",15
"Cthulhu Saves the World","997.6",15
"Metal Gear","997.5454545454545",11
"Game Music Concert","997.5454545454545",11
"Megami Tensei II","997.5454545454545",11
"Ratchet & Clank","997.5454545454545",11
"Ys Seven","997.5454545454545",11
"VGM Acapella: Volume 2","997.5454545454545",11
"Sonic 30th Anniversary Symphony","997.5",18
"Grandia III","997.4285714285714",7
"Teenage Mutant Ninja Turtles II: Back from the Sewers","997.4285714285714",7
"Breath of Fire III","997.4285714285714",14
"Another Bound Neo","997.4285714285714",7
"Umineko: When They Cry","997.4285714285714",14
"Your Song Will Echo Throughout The Vast Ocean","997.4285714285714",7
"Sonic Labyrinth","997.4285714285714",7
"MicroD","997.4285714285714",7
"Ace Combat: Assault Horizon","997.4285714285714",7
"Shovel Knight - Plague of Shadows","997.4285714285714",7
"Arcade Attack!","997.4285714285714",7
"Neither Moon Nor Star","997.4285714285714",7
"BlazBlue: Chronophantasma","997.4285714285714",21
"NieR: ReArranged","997.4285714285714",21
"Mighty Final Fight","997.4285714285714",7
"Lunaria","997.4285714285714",7
"Act II: The Father Of Death","997.4285714285714",7
"Genso Suikoden Music Collection ~Celtic Collection~","997.3529411764706",17
"Retro City Rampage","997.3529411764706",17
"Goemon's Great Adventure","997.3",10
"Rocklove","997.3",10
"Wants To Battle","997.3",10
"Super Spike V'Ball","997.2307692307693",13
"Breath of Fire V: Dragon Quarter","997.2307692307693",13
"Time & Space","997.2307692307693",13
"Super Monkey Ball 3D","997.2307692307693",13
"Gloria Union","997.1578947368421",19
"Grounseed","997.12",25
"Tree of Knowledge ～知恵の樹～","997",9
"Breath of Fire II","997",9
"Mega Man 9","997",27
"Odin Sphere","997",9
"FX3","997",9
"Radical Dreamers: Thieves of Fate","997",12
"Frozen Synapse","997",9
"Esper Dream","997",3
"Target Renegade (NES)","997",6
"Xenoblade Chronicles X","997",12
"Askr","997",6
"Mega Man Network Transmission","997",6
"Weekly Treats: 2014","997",9
"Game & Watch Gallery 3","997",12
"Bloody Wolf","997",12
"Okami Jazz Version","997",9
"Hero of Legend: Volume 1","997",12
"Digimon World 3","997",12
"Code Name: S.T.E.A.M.","997",9
"The Legend of Zelda: Tears of the Kingdom","997",3
"Samurai Shodown 64: Warriors Rage","997",3
"Wangan Midnight Maximum Tune 3","997",12
"Shiryu's Arcade Volume 4","997",9
"Wizardry","997",6
"Professor Layton and the Last Specter","997",9
"chipWINter","997",6
"Stone Soup","997",6
"Space Harrier (SMS)","997",6
"The Bouncer","997",3
"Interstate '76","997",12
"Lunar Knights","997",9
"Arcana","997",6
"Penny Arcade Adventures: On The Rain-Slick Precipice Of Darkness: Episode 4","997",9
"ZONE OF THE ENDERS ReMIX EDITION","997",6
"Marvel Puzzle Quest","997",3
"Record of Agarest War","997",9
"Darkstalkers 2: Vampire Hunter","997",9
"Gamer Symphony Orchestra Fall 2009","997",3
"Game & Watch Gallery","997",6
"Gunman Clive","997",6
"Video Game Guitar Covers, Vol. 1","997",21
"STAR OCEAN Live Collection 2018","997",18
"Pesterquest","997",6
"Superhero EP","997",6
"SEGAROCK VOL.02","997",6
"OutRax","997",6
"LittleBigPlanet 2","997",3
"Chiptunes = WIN: Volume 4","996.85",20
"Kid Icarus: Uprising","996.8235294117648",17
"Mega Man 6","996.8235294117648",17
"S.S.T.BAND -30th Anniversary Box-","996.76",25
"SaGa 3: Shadow or Light","996.7272727272727",11
"Passion","996.7272727272727",11
"PHANTASY STAR ONLINE EPISODE I & II PREMIUM ARRANGE","996.7272727272727",11
"Kirby's Adventure: Rise of the Star","996.7272727272727",11
"Audio Engineering: A Tribute to Cid","996.7272727272727",11
"Pocket Bomberman","996.7272727272727",11
"Jets 'n' Guns","996.7272727272727",11
"The Number of the Bit","996.7272727272727",11
"Super Dodge Ball","996.625",16
"Club Ocarina: An EDM Tribute to the Legend of Zelda","996.625",8
"AFRIKA","996.625",8
"Nostalgic Pleasure","996.625",8
"Bleed 2","996.625",8
"Kira Kira Star Night DX","996.625",16
"Splosion Man","996.625",8
"Zelda Cinematica: A Symphonic Tribute","996.5384615384615",13
"ROCKMAN HOLIC ~the 25th Anniversary~","996.5384615384615",13
"Soulcalibur VI","996.5384615384615",13
"The Swindle","996.5384615384615",13
"Bravely Second: End Layer","996.5384615384615",13
"Ninja Gaiden","996.5",18
"Nostalgia Trip I","996.4",10
"KINGDOM HEARTS Orchestra -World Tour-","996.4",10
"StarCraft II","996.4",20
"Rune Worth","996.4",15
"Star Clash","996.4",5
"Suikoden Music Collection ~ Kentaro Haneda","996.4",10
"Suikoden II Music Collection ~Orrizonte~","996.4",5
"NieR Music Concert & Talk Live Soundtrack","996.4",10
"Read Only Memories: Neurodiver","996.4",5
"Mega Man ZX Advent","996.4",10
"The American Album Special Edition","996.4",10
"Mitsume ga Tooru","996.4",10
"After Burner (SMS)","996.4",5
"S.C.A.T.","996.4",5
"NieR Tribute Album -echo-","996.4",5
"Star Ocean: The Last Hope","996.4",10
"Zero Divide 2: The Secret Wish","996.4",5
"The Binding of Isaac: Antibirth","996.4",5
"Commodore 64 Vocally","996.4",5
"Digimon Tamers: Digimon Medley","996.4",5
"9-bit Blitzkrieg","996.4",5
"After Burner","996.4",5
"Sonic Generations","996.4",15
"Donkey Kong Country 3: Double the Trouble!","996.3389830508474",59
"Seiken Densetsu 3: Songs of Light and Darkness","996.3389830508474",59
"Pokémon Pinball","996.25",12
"ROCKMAN ZERO COLLECTION SOUNDTRACK résonnant vie","996.25",12
"Soul Nomad & The World Eaters","996.25",12
"Atelier Totori","996.25",12
"Mega Man IV (GB)","996.2105263157895",19
"Turrican II: The Final Fight","996.1428571428571",14
